Due Date:,Title:,HTML:,Owner:,Location:,Scope:,Relevant,Checked,Completed
3/30/2018,['MQ-1 Predator/MQ-9 Reaper Contractor Logistics Support and Services CY19'],http://www.georgiabids.net/bid_opportunities/2017/10/22/8141772-MQ_1_Predator_MQ_9_Reaper_Contractor_Logistics_Support_and_Services_CY19.html,"['Department of the Air Force, Air Force Materiel Command, PK/PZ ']","['United States, GA']", Mq-1 predator/mq-9 reaper contractor logistics support and services CY19. ,,,
4/4/2018,['Wilmington and Coatesville VAMC Matoc'],http://www.pennsylvaniabids.com/bid_opportunities/2017/12/20/8292433-Wilmington_and_Coatesville_VAMC_Matoc.html,"['DE Dept. of Veterans Affairs, Acquisition (460)']","['United States, PA']"," Provide construction services for medical center.  Typical work includes, but is not limited to: DESIGN-BUILD. interior and exterior renovations and alterations, electrical, plumbing, mechanical, heating and air-conditioning, HVAC controls, fire supp... ",,,
4/11/2018,['Envirormental Stormwater Sampling Services'],http://www.georgiabids.net/bid_opportunities/2017/04/26/7734797-Envirormental_Stormwater_Sampling_Services.html,"['Dept. of the Air Force, Air Force Reserve Command, 94 LG/LGC']","['United States, GA']"," Provide monthly, seasonal and on-call environmental sampling and analytical services. Services shall include, but are not limited to: sample collection, sample preservation, field sample collection records, and sample transportation, chains-of custod... ",,,
4/13/2018,['Community Collaborations to Strengthen Family Connections'],http://www.dcbids.net/bid_opportunities/2017/10/28/8159002-Community_Collaborations_to_Strengthen_Family_Connections.html,"['DHHS Administration for Children and Families - Office of Planning, Research and Evaluation (OPRE)']","['United States, DC']", Owner announces the availability of one grant to: (1) implement a multi-system approach among public and private agencies integrating community and faith-based to promote effective partnerships; (2) develop or enhance a navigator program to meet care... ,,,
4/20/2018,['Plant Feedstock Genomics for Bioenergy'],http://www.dcbids.net/bid_opportunities/2018/01/16/8352494-Plant_Feedstock_Genomics_for_Bioenergy.html,['Office of Science U.S. Department of Energy'],"['United States, DC']"," The U.S. Department of Energy's Office of Science, Biological and Environmental Research (BER) hereby announces interest in receiving applications for genomics-based research that will lead to the improved use of plant biomass and feedstocks for the ... ",,,
4/24/2018,['RFP - 21st Century Community Learning Centers Program'],http://www.mainebids.com/bid_opportunities/2018/01/20/8365621-RFP___21st_Century_Community_Learning_Centers_Program.html,['State of Maine Division of Purchases'],"['United States, ME']"," Provide services which fulfill the purpose and requirements of the 21 st Century Community Learning Centers program, as defined by the U.S. Department of Education. All program services must take place during non-school hours or periods, such as befo... ",,,
4/27/2018,['Blue Ridge Parkway Takes Initial Steps in Issuing Prospectus for Parkway Craft Center at Moses H. Cone Memorial Park'],http://www.northcarolinabids.com/bid_opportunities/2017/03/08/7620950-Blue_Ridge_Parkway_Takes_Initial_Steps_in_Issuing_Prospectus_for_Parkway_Craft_Center_at_Moses_H._Cone_Memorial_Park.html,"['Department of the Interior, National Park Service']","['United States, NC']"," Currently, the Manor's tenants include the NPS, a bookstore operated by Eastern National, and the Parkway Craft Center, a concession operated by the Southern Highland Craft Guild. The NPS offers scheduled narrative tours of the Manor as well as self-... ",,,
4/30/2018,"['Environmental, Education, Human Services Projects']",http://www.californiabids.com/bid_opportunities/2018/01/11/8343924-Environmental__Education__Human_Services_Projects.html,['Lawrence Foundation'],"['United States, CA']"," Environmental, Education, Human Services Projects. ",,,
5/7/2018,['Advancing Translational and Clinical Probiotic/Prebiotic and Human Microbiome Research (R01 Clinical Trial Optional)'],http://www.dcbids.net/bid_opportunities/2017/11/03/8172148-Advancing_Translational_and_Clinical_Probiotic_Prebiotic_and_Human_Microbiome_Research__R01_Clinical_Trial_Optional_.html,['National Institutes of Health'],"['United States, DC']", The purpose of this funding opportunity announcement (FOA) is twofold: 1. to accelerate translational and clinical Phase I and II a/b safety and efficacy studies for substantiating measurable functional benefits of probiotic/prebiotic components and/... ,,,
5/7/2018,"['International Research Collaboration on Drug Abuse and Addiction Research (R01, Clinical Trial Optional)']",http://www.dcbids.net/bid_opportunities/2018/01/16/8352998-International_Research_Collaboration_on_Drug_Abuse_and_Addiction_Research__R01__Clinical_Trial_Optional_.html,['National Institutes of Health'],"['United States, DC']", This Funding Opportunity Announcement (FOA) encourages collaborative research applications on drug abuse and addiction that take advantage of special opportunities that exist outside the United States. Special opportunities include access to unusual ... ,,,
5/8/2018,['Conservation Alliance Invites Nominations for Conservation Projects'],http://www.oregonbids.com/bid_opportunities/2017/12/08/8264788-Conservation_Alliance_Invites_Nominations_for_Conservation_Projects.html,['Conservation Alliance '],"['United States, OR']"," The Conservation Alliance is a group of outdoor businesses that seeks to protect threatened wild places in North America for their habitat and recreational values. As a group of outdoor industry companies, the alliance recognizes its responsibility t... ",,,
5/28/2018,['Disaster Restoration and Water Clean-Up'],http://www.southcarolinabids.com/bid_opportunities/2017/12/29/7213540-Disaster_Restoration_and_Water_Clean_Up.html,"['Clemson University, Procurement Services']","['United States, SC']", Disaster restoration and water clean-up.  ,,,
6/1/2018,['Nominations for 2018 Distinguished Contributions Award'],http://www.dcbids.net/bid_opportunities/2017/12/08/8264807-Nominations_for_2018_Distinguished_Contributions_Award.html,['American Psychological Association'],"['United States, DC']"," The American Psychological Association is accepting nominations for the 2018 Award for Distinguished Contributions to Independent Practice. Nominations will be considered for psychologists working in any area of clinical specialization, health servic... ",,,
6/1/2018,['Sustainable Solid Waste Management Research'],http://www.northcarolinabids.com/bid_opportunities/2018/01/11/8343907-Sustainable_Solid_Waste_Management_Research.html,['Environmental Research and Education Foundation'],"['United States, NC']"," Sustainable Solid Waste Management Research. The program supports research projects related to sustainable solid waste management practices, including waste minimization; recycling; waste conversion to energy, biofuels, chemicals, or other useful pro... ",,,
6/8/2018,['Environmental Lands Site Caretaker'],http://www.floridabids.net/bid_opportunities/2018/01/02/5841177-Environmental_Lands_Site_Caretaker.html,"['Polk County, Purchasing Division']","['United States, FL']"," Provide security services in, designated environmental land parks.  ",,,
6/8/2018,['2018 Professional Services Roster'],http://www.washingtonbids.com/bid_opportunities/2017/12/08/8265480-2018_Professional_Services_Roster.html,['Bellingham School District No. 501'],"['United States, WA']", Acoustical engineering; architecture; civil engineering; cost estimating; electrical engineering; environmental engineering; geotechnical engineering; hazmat (rbm) assessment; indoor air quality consulting; interior design; landscape architecture; ho... ,,,
6/15/2018,['Applications for End-of-Life Care Nursing Career Development Award'],http://www.pennsylvaniabids.com/bid_opportunities/2017/07/22/7930911-Applications_for_End_of_Life_Care_Nursing_Career_Development_Award.html,['Oncology Nursing Society Foundation '],"['United States, PA']"," Applications for its annual Pat McCue/New Orleans Chapter End-of-Life Care Nursing Career Development Award. Through the program, a single grant of $2,000 will be awarded to support continuing educational activities for a registered nurse dedicated t... ",,,
6/18/2018,['RADAR Data Processing and Display System (RDPDS) - SOLE SOURCE'],http://www.southcarolinabids.com/bid_opportunities/2018/01/11/8341201-RADAR_Data_Processing_and_Display_System__RDPDS____SOLE_SOURCE.html,['Space and Naval Warfare System Center Charleston (SPAWARSYSCEN)'],"['United States, SC']"," Hardware, software, and logistics support for the Leidos developed, Micro-Processor En route Automated RADAR Tracking System (MEARTS). MEARTS is a Federal Aviation Administration (FAA) certified air traffic control (ATC) digital RADAR Data Processing... ",,,
6/19/2018,['Cooperative Research Units Program FY 2018'],http://www.virginiabids.com/bid_opportunities/2017/09/20/8062612-Cooperative_Research_Units_Program_FY_2018.html,['U S Geological Survey'],"['United States, VA']"," The Cooperative Research Units Program is a unique collaborative relationship between States, Universities, the Federal government and a non-profit organization. The program is comprised of 40 Cooperative Fish and Wildlife Research Units on universit... ",,,
6/28/2018,['Managed Print Services'],http://www.massbids.net/bid_opportunities/2017/06/28/7875491-Managed_Print_Services.html,"['Commonwealth of Massachusetts, Operational Services Division']","['United States, MA']"," Provide acquisition and on-going provisioning of managed print services. Under managed print services, a service provider takes primary responsibility for meeting the customer's office printing needs, including the printing equipment, supplies, servi... ",,,
